source	target
<EVENT> She only had $ 5 for snacks <EVENT> Beth offered to share her popcorn so Amy could buy candy <EVENT> Amy could only have one of the snacks she wanted <EVENT> Amy could buy candy	<EVENT> had <ARGS> She only had $ 5 for snacks <EVENT> have <ARGS> Amy could only have one of the snacks she wanted <EVENT> offered <ARGS> Beth offered to share her popcorn so Amy could buy candy <EVENT> buy <ARGS> Amy could buy candy
<EVENT> He asked someone who was walking by why it was closed <EVENT> One day Joe saw that it was closed	<EVENT> saw <ARGS> One day Joe saw that it was closed <EVENT> asked <ARGS> He asked someone who was walking by why it was closed
<EVENT> Hannah threatened him <EVENT> As soon as she started to call the cops he left <EVENT> In addition he tried to drive around her when she got out of the bus	<EVENT> tried <ARGS> In addition he tried to drive around her when she got out of the bus <EVENT> threatened <ARGS> Hannah threatened him <EVENT> left <ARGS> As soon as she started to call the cops he left
<EVENT> It run away <EVENT> The giraffe jumped as soon as Jeff tapped his head <EVENT> However it turned around <EVENT> However it started charging at Jeff	<EVENT> jumped <ARGS> The giraffe jumped as soon as Jeff tapped his head <EVENT> run <ARGS> It run away <EVENT> turned <ARGS> However it turned around <EVENT> started <ARGS> However it started charging at Jeff
<EVENT> Dave worked with algae to make electricity <EVENT> he could make electricity with algae <EVENT> Dave wanted to make a great scientific discovery <EVENT> Dave discovered he could make electricity with algae <EVENT> Dave was a scientist	<EVENT> was <ARGS> Dave was a scientist <EVENT> wanted <ARGS> Dave wanted to make a great scientific discovery <EVENT> worked <ARGS> Dave worked with algae to make electricity <EVENT> discovered <ARGS> Dave discovered he could make electricity with algae <EVENT> make <ARGS> he could make electricity with algae
<EVENT> Sara go to bed <EVENT> Sara getting ready to go to bed	<EVENT> getting <ARGS> Sara getting ready to go to bed <EVENT> go <ARGS> Sara go to bed
<EVENT> they drinking <EVENT> they walked to a local bar on the beach	<EVENT> walked <ARGS> they walked to a local bar on the beach <EVENT> drinking <ARGS> they drinking
<EVENT> Then we took the tree home in our trunk <EVENT> we bring it to the car <EVENT> Once it was cut down we used a cart to bring it to the car	<EVENT> used <ARGS> Once it was cut down we used a cart to bring it to the car <EVENT> bring <ARGS> we bring it to the car <EVENT> took <ARGS> Then we took the tree home in our trunk
<EVENT> The extra cost of the copies depressed Corey <EVENT> He accidently hit an extra zero on the copier	<EVENT> hit <ARGS> He accidently hit an extra zero on the copier <EVENT> depressed <ARGS> The extra cost of the copies depressed Corey
<EVENT> Greg driving under the influence <EVENT> On the way Greg arrested for driving under the influence <EVENT> Greg called from the station	<EVENT> driving <ARGS> Greg driving under the influence <EVENT> arrested <ARGS> On the way Greg arrested for driving under the influence <EVENT> called <ARGS> Greg called from the station
<EVENT> My lawyer was the best in the city <EVENT> I won the rights over my kids and dog	<EVENT> was <ARGS> My lawyer was the best in the city <EVENT> won <ARGS> I won the rights over my kids and dog
<EVENT> However it started charging at Jeff <EVENT> Jeff tapped his head	<EVENT> tapped <ARGS> Jeff tapped his head <EVENT> started <ARGS> However it started charging at Jeff
<EVENT> John study the works of the greatest leaders of all time <EVENT> John decided to study the works of the greatest leaders of all time	<EVENT> decided <ARGS> John decided to study the works of the greatest leaders of all time <EVENT> study <ARGS> John study the works of the greatest leaders of all time
<EVENT> Greg's father loved apple pie on Sunday afternoons <EVENT> His father insisted Greg go buy a new apple pie	<EVENT> loved <ARGS> Greg's father loved apple pie on Sunday afternoons <EVENT> insisted <ARGS> His father insisted Greg go buy a new apple pie
<EVENT> he find it empty <EVENT> He quickly brushed his teeth <EVENT> Bruce woke late for his class <EVENT> He ran across campus as quickly as he could <EVENT> When Bruce got to the classroom	<EVENT> woke <ARGS> Bruce woke late for his class <EVENT> brushed <ARGS> He quickly brushed his teeth <EVENT> ran <ARGS> He ran across campus as quickly as he could <EVENT> got <ARGS> When Bruce got to the classroom <EVENT> find <ARGS> he find it empty
<EVENT> him having an affair <EVENT> He kicked off the team <EVENT> He find a new job <EVENT> Suddenly people exposed him for having an affair	<EVENT> having <ARGS> him having an affair <EVENT> exposed <ARGS> Suddenly people exposed him for having an affair <EVENT> kicked <ARGS> He kicked off the team <EVENT> find <ARGS> He find a new job
<EVENT> the cards she brought <EVENT> she only had one pack <EVENT> Kim's friend talking about her childhood in the 80's <EVENT> The next day at lunch at work they laughed at the cards she brought	<EVENT> had <ARGS> she only had one pack <EVENT> talking <ARGS> Kim's friend talking about her childhood in the 80's <EVENT> brought <ARGS> the cards she brought <EVENT> laughed <ARGS> The next day at lunch at work they laughed at the cards she brought
<EVENT> Finally she got her money <EVENT> Then she walked down to the ATM <EVENT> She needed some money <EVENT> She went outside <EVENT> Suzie lived down the road from the ATM <EVENT> She put shoes	<EVENT> lived <ARGS> Suzie lived down the road from the ATM <EVENT> needed <ARGS> She needed some money <EVENT> put <ARGS> She put shoes <EVENT> went <ARGS> She went outside <EVENT> walked <ARGS> Then she walked down to the ATM <EVENT> got <ARGS> Finally she got her money
<EVENT> his parents coming to his room <EVENT> He heard his parents coming to his room	<EVENT> heard <ARGS> He heard his parents coming to his room <EVENT> coming <ARGS> his parents coming to his room
<EVENT> They used shovels <EVENT> The Smith family went to the garden to plant flowers <EVENT> They tilled the ground <EVENT> The kids planted marigolds	<EVENT> went <ARGS> The Smith family went to the garden to plant flowers <EVENT> used <ARGS> They used shovels <EVENT> tilled <ARGS> They tilled the ground <EVENT> planted <ARGS> The kids planted marigolds
<EVENT> Alan loved to play Candy crush <EVENT> he continue <EVENT> He lost track of how much money he may have blown on it <EVENT> how much money he may blown on it <EVENT> he liked to do for fun	<EVENT> loved <ARGS> Alan loved to play Candy crush <EVENT> lost <ARGS> He lost track of how much money he may have blown on it <EVENT> blown <ARGS> how much money he may blown on it <EVENT> liked <ARGS> he liked to do for fun <EVENT> continue <ARGS> he continue
<EVENT> He added some extra detergent because they were so bad <EVENT> they were so bad	<EVENT> were <ARGS> they were so bad <EVENT> added <ARGS> He added some extra detergent because they were so bad
<EVENT> Ashley went to the cabinet <EVENT> She got her night off to a good start <EVENT> Ashley really bored on a Friday evening <EVENT> Ashley pulled out a bottle of wine <EVENT> She opened the wine	<EVENT> bored <ARGS> Ashley really bored on a Friday evening <EVENT> went <ARGS> Ashley went to the cabinet <EVENT> pulled <ARGS> Ashley pulled out a bottle of wine <EVENT> opened <ARGS> She opened the wine <EVENT> got <ARGS> She got her night off to a good start
<EVENT> we bring it to the car <EVENT> Once it was cut down we used a cart to bring it to the car <EVENT> Then we took the tree home in our trunk <EVENT> it cut down	<EVENT> cut <ARGS> it cut down <EVENT> used <ARGS> Once it was cut down we used a cart to bring it to the car <EVENT> bring <ARGS> we bring it to the car <EVENT> took <ARGS> Then we took the tree home in our trunk
<EVENT> The boy uncovered his eyes <EVENT> His father hid behind a tree <EVENT> The boy looked for his father <EVENT> Only a minute later the boy found him <EVENT> His father went <EVENT> his father ran off	<EVENT> ran <ARGS> his father ran off <EVENT> went <ARGS> His father went <EVENT> hid <ARGS> His father hid behind a tree <EVENT> uncovered <ARGS> The boy uncovered his eyes <EVENT> looked <ARGS> The boy looked for his father <EVENT> found <ARGS> Only a minute later the boy found him
<EVENT> He was a good boy for his shots <EVENT> My dog Oreo needed his shots	<EVENT> needed <ARGS> My dog Oreo needed his shots <EVENT> was <ARGS> He was a good boy for his shots
<EVENT> how pair it with her phone <EVENT> The salesman at the store showed her how to pair it with her phone <EVENT> The cordless and wireless bluetooth speaker in her palm was tiny	<EVENT> was <ARGS> The cordless and wireless bluetooth speaker in her palm was tiny <EVENT> showed <ARGS> The salesman at the store showed her how to pair it with her phone <EVENT> pair <ARGS> how pair it with her phone
<EVENT> His father hid behind a tree <EVENT> his father ran off <EVENT> The boy looked for his father <EVENT> His father went	<EVENT> ran <ARGS> his father ran off <EVENT> went <ARGS> His father went <EVENT> hid <ARGS> His father hid behind a tree <EVENT> looked <ARGS> The boy looked for his father
<EVENT> the girl placed the watermelon in a car seat <EVENT> she painted a face on <EVENT> Lucy had a pet watermelon she painted a face on	<EVENT> painted <ARGS> she painted a face on <EVENT> had <ARGS> Lucy had a pet watermelon she painted a face on <EVENT> placed <ARGS> the girl placed the watermelon in a car seat
<EVENT> He petted him <EVENT> He fed several bard pellets	<EVENT> fed <ARGS> He fed several bard pellets <EVENT> petted <ARGS> He petted him
<EVENT> After practicing what he had learned he improved his verbal skills <EVENT> practicing what he had learned he <EVENT> He asking his friends that were very social for tips <EVENT> his friends that were very social	<EVENT> were <ARGS> his friends that were very social <EVENT> asking <ARGS> He asking his friends that were very social for tips <EVENT> practicing <ARGS> practicing what he had learned he <EVENT> improved <ARGS> After practicing what he had learned he improved his verbal skills
<EVENT> when the roller - coaster went down the peak <EVENT> Grandma go on the roller coaster with us <EVENT> Grandma decided to go on the roller coaster with us <EVENT> the roller coastern't move yet	<EVENT> decided <ARGS> Grandma decided to go on the roller coaster with us <EVENT> go <ARGS> Grandma go on the roller coaster with us <EVENT> move <ARGS> the roller coastern't move yet <EVENT> went <ARGS> when the roller - coaster went down the peak
<EVENT> Kate had the perfect church home <EVENT> she find another church home	<EVENT> had <ARGS> Kate had the perfect church home <EVENT> find <ARGS> she find another church home
<EVENT> when they were new with pointy edges <EVENT> Crayons were best when they were new with pointy edges	<EVENT> were <ARGS> Crayons were best when they were new with pointy edges <EVENT> were <ARGS> when they were new with pointy edges
<EVENT> she make dinner <EVENT> She was relieved and happy that she didn't have to make dinner	<EVENT> make <ARGS> she make dinner <EVENT> was <ARGS> She was relieved and happy that she didn't have to make dinner
<EVENT> getting out she <EVENT> Grandma go on the roller coaster with us <EVENT> Grandma decided to go on the roller coaster with us	<EVENT> decided <ARGS> Grandma decided to go on the roller coaster with us <EVENT> go <ARGS> Grandma go on the roller coaster with us <EVENT> getting <ARGS> getting out she
<EVENT> someone loosely who was in the area <EVENT> I knew someone loosely who was in the area <EVENT> they let me stay	<EVENT> knew <ARGS> I knew someone loosely who was in the area <EVENT> was <ARGS> someone loosely who was in the area <EVENT> let <ARGS> they let me stay
<EVENT> He found it's illegal to sell it <EVENT> In the local Swap Meet he saw a Play Station box that was different <EVENT> Well Katy Williams has that Game Box <EVENT> He bought the unit	<EVENT> saw <ARGS> In the local Swap Meet he saw a Play Station box that was different <EVENT> bought <ARGS> He bought the unit <EVENT> has <ARGS> Well Katy Williams has that Game Box <EVENT> found <ARGS> He found it's illegal to sell it
<EVENT> She practiced playing <EVENT> She learned the rules <EVENT> she beat Lisa multiple times <EVENT> Betty never played before <EVENT> Lisa challenged Betty to a game of hopscotch	<EVENT> played <ARGS> Betty never played before <EVENT> challenged <ARGS> Lisa challenged Betty to a game of hopscotch <EVENT> learned <ARGS> She learned the rules <EVENT> practiced <ARGS> She practiced playing <EVENT> beat <ARGS> she beat Lisa multiple times
<EVENT> Dave was a scientist <EVENT> Dave worked with algae to make electricity <EVENT> Dave wanted to make a great scientific discovery <EVENT> Dave discovered he could make electricity with algae <EVENT> he could make electricity with algae	<EVENT> was <ARGS> Dave was a scientist <EVENT> wanted <ARGS> Dave wanted to make a great scientific discovery <EVENT> worked <ARGS> Dave worked with algae to make electricity <EVENT> discovered <ARGS> Dave discovered he could make electricity with algae <EVENT> make <ARGS> he could make electricity with algae
